,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protein Mass (Da) / Cell,,,,,,,,,,,,,,,,,,
Accession,UP_AC,Description,Peptide count,Peptides used for quantitation,Confidence score,Gene,nb of possible Peptides,Molecular weight (Da),LC-MS Experiment,glucose,50 mM NaCl,pH 6,42°C,anaerobic,stationary 1 day,stationary 3 days,chemostat µ=0.12,chemostat µ=0.5,galactose,acetate,glycerol,LB,glucosamine,fumarate,succinate,pyruvate,chemostat µ=0.20,chemostat µ=0.35,glucose,50 mM NaCl,pH 6,42°C,anaerobic,stationary 1 day,stationary 3 days,chemostat µ=0.12,chemostat µ=0.5,galactose,acetate,glycerol,LB,glucosamine,fumarate,succinate,pyruvate,chemostat µ=0.20,chemostat µ=0.35
sp|P0A9B2|G3P1_ECOLI,P0A9B2,Glyceraldehyde-3-phosphate dehydrogenase A OS=Escherichia coli (strain K12) GN=gapA PE=1 SV=2,37,37,3213.92,gapA,21,35492.2309,No fractionation,27519.92596,26436.21493,27759.37803,24089.98949,34408.63606,4102.145304,7258.644252,12320.84481,21291.21299,12155.14918,17337.75065,18962.95768,33422.42791,21291.65751,15492.95608,16336.39976,12615.34574,11335.8068,15332.49111,976743566.4,938280244.6,985242254.5,855007469.2,1221239256,145594288.3,257625477.8,437294269,755672647.5,431413361.3,615355449.4,673037672.6,1186236529,755688424.7,549879574.6,579815272.4,447746764,402333072.4,544184314.9
sp|P0AD61|KPYK1_ECOLI,P0AD61,Pyruvate kinase I OS=Escherichia coli (strain K12) GN=pykF PE=1 SV=1,41,37,3350.82,pykF,28,50679.24536,No fractionation,5794.064014,4879.135556,5719.279252,5124.088348,5388.535538,928.7584597,1319.629362,2330.429229,3694.287986,2533.857108,2643.512237,3691.634536,8321.823057,4921.141145,2418.90916,2428.74231,2218.818599,2114.132814,2577.480155,293638791.8,247270908,289848756.5,259684930.6,273086914.7,47068777.86,66877820.23,118104394.7,187223727.3,128413966.1,133971205.3,187089252.5,421743712.5,249399719.6,122588490.8,123086827.4,112448052.2,107142655.6,130624749.2
sp|P0A7D4|PURA_ECOLI,P0A7D4,Adenylosuccinate synthetase OS=Escherichia coli (strain K12) GN=purA PE=1 SV=2,37,36,2912.77,purA,25,47297.28625,No fractionation,6543.63896,5477.776658,6360.216297,5407.818887,5298.478003,788.8365578,1029.758347,3173.484953,5886.186168,2933.066303,4578.642465,4696.759961,9771.578337,6939.428364,4279.553714,4237.427461,6259.406625,3526.639733,4160.060858,309496365,259083970.6,300820970.8,255775157.9,250603630.8,37309828.48,48704775.3,150097226.2,278400632.1,138726076.5,216557363.3,222144000.3,462169137.7,328216129.8,202411277,200418819.6,296052946.9,166800488.9,196759589.2
sp|P0A9G6|ACEA_ECOLI,P0A9G6,Isocitrate lyase OS=Escherichia coli (strain K12) GN=aceA PE=1 SV=1,36,36,3953.77,aceA,24,47473.57659,No fractionation,15278.96018,15075.66045,12330.84253,12902.30587,12864.09403,1832.512027,2024.322196,43034.2672,33233.9059,42504.56511,64299.16546,22481.97624,11769.29759,16048.82437,29937.56253,27866.19771,14745.16715,45685.01924,39645.66391,725346886.1,715695520.8,585389197.4,612518605.7,610704553.4,86995900.07,96101814.82,2042990580,1577732377,2017843727,3052511356,1067299821,558730650.6,761895092.8,1421243168,1322908071,700005822.2,2168831260,1882121462
sp|P0AC41|DHSA_ECOLI,P0AC41,Succinate dehydrogenase flavoprotein subunit OS=Escherichia coli (strain K12) GN=sdhA PE=1 SV=1,38,36,2936.42,sdhA,35,64363.08691,No fractionation,2049.608235,1870.908813,1823.137805,1587.044782,1014.473929,422.8529924,437.647314,1238.493067,2660.630385,864.0112359,2516.367801,1747.211828,3747.848572,2026.002089,2676.92632,3151.075248,2614.670386,1566.0164,1977.835676,131919112.9,120417466.5,117342777,102147101.2,65294673.69,27216123.9,28168332.11,79713236.92,171246384.7,55610430.27,161961199.4,112455946.7,241223103.3,130399748.5,172295241.4,202812930,168288257.3,100793649.6,127299609.5
sp|P0AEE5|DGAL_ECOLI,P0AEE5,D-galactose-binding periplasmic protein OS=Escherichia coli (strain K12) GN=mglB PE=1 SV=1,39,36,3700.71,mglB,24,35672.35627,No fractionation,1710.75947,1378.261042,1499.375727,1481.318955,1602.212408,4387.306682,2967.316852,25369.17327,11588.15113,32270.15609,13089.56677,7233.95128,7960.761529,3416.592638,10434.33992,9837.765645,6025.013332,23983.60158,21732.78826,61026821.32,49165818.93,53486265.1,52842137.53,57154691.85,156505567,105851183.9,904978187,413376655.5,1151152505,466935689.4,258052087.3,283979121.5,121877909.8,372217491.1,350936281,214926422.1,855551580.2,775259765.7
sp|P13035|GLPD_ECOLI,P13035,Aerobic glycerol-3-phosphate dehydrogenase OS=Escherichia coli (strain K12) GN=glpD PE=1 SV=3,38,36,2285.84,glpD,34,56697.06997,No fractionation,156.7570364,151.8547706,167.528338,157.3650948,135.4298817,94.65641502,84.10016136,87.15677523,111.4557707,102.0549803,120.5933876,4153.949982,4437.122803,180.6077521,162.2657543,135.3781598,104.7310731,142.5475934,175.9986963,8887664.663,8609720.552,9498365.901,8922139.793,7678477.48,5366741.385,4768232.733,4941533.784,6319215.631,5786218.356,6837291.737,235516792.8,251571862,10239930.36,9199992.825,7675545.001,5937944.981,8082030.879,9978610.4
sp|P15639|PUR9_ECOLI,P15639,Bifunctional purine biosynthesis protein purH OS=Escherichia coli (strain K12) GN=purH PE=1 SV=1,36,36,2651.41,purH,33,57274.98651,No fractionation,3103.571639,2634.108801,2871.763602,2466.241351,1829.606306,276.7963856,279.0814212,344.9007123,1403.582665,587.1082022,836.5654467,1464.548541,786.5317384,2520.337297,1375.648521,1574.313478,1788.319276,440.5616271,713.6757632,177757023.7,150868546,164480221.6,141253940.1,104790676.5,15853509.25,15984384.63,19754183.65,80390178.2,33626614.36,47914274.67,83881997.92,45048594.71,144352284.7,78790250.48,90168783.23,102425962.4,25233161.25,40875769.71
sp|P09151|LEU1_ECOLI,P09151,2-isopropylmalate synthase OS=Escherichia coli (strain K12) GN=leuA PE=1 SV=5,35,35,2806.3,leuA,30,57244.09138,No fractionation,2654.722437,2289.944947,2149.493226,2543.879169,1792.899897,187.7011739,204.4904422,1695.815373,1774.127597,1770.490576,2401.018378,1964.214282,652.9299049,2224.638201,1737.404779,1780.30817,964.4495388,1413.935458,1477.466021,151967173.8,131085817.8,123045786.6,145622051.6,102632925.6,10744783.15,11705869.56,97075410.19,101558322.3,101350124.3,137444115.4,112439661.9,37376379.14,127347392.5,99456157.94,101912123.6,55209037.53,80939450.58,84576199.93
sp|P0A6P1|EFTS_ECOLI,P0A6P1,Elongation factor Ts OS=Escherichia coli (strain K12) GN=tsf PE=1 SV=2,40,35,3216.7,tsf ,20,30385.76806,No fractionation,12668.17839,11113.5016,12120.6777,10503.67792,14426.54588,2974.767723,4245.086903,6424.088673,10236.98036,5870.978319,7758.959059,7658.965902,28299.61134,9990.392854,7469.358563,8335.105284,6358.799826,6627.542407,8981.043407,384932330.3,337692282,368296101.2,319162321,438361677.1,90390602.06,128990226,195200868.4,311058510.8,178394185.5,235761930.4,232723561.5,859905426.3,303565760.1,226962196.9,253268575.9,193217016.7,201382966.4,272895901.9
sp|P21889|SYD_ECOLI,P21889,Aspartyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=aspS PE=1 SV=1,38,35,2057.08,aspS,37,65853.62132,No fractionation,1563.370254,1409.997422,1586.817959,1418.251911,1051.681195,183.7054022,171.2572821,344.7269055,953.7696792,467.8676098,647.1534523,893.2884956,2609.574578,1211.852575,913.1567232,947.8342922,709.7420952,417.6044275,549.0675797,102953592.7,92853436.26,104497709,93397024.27,69257015.16,12097665.99,11277912.21,22701515.09,62809187.28,30810776.4,42617398.38,58826282.32,171849936.1,79804880.57,60134677.05,62418320.55,46739087.17,27500763.83,36158088.47
sp|P27302|TKT1_ECOLI,P27302,Transketolase 1 OS=Escherichia coli (strain K12) GN=tktA PE=1 SV=5,39,35,2584,tktA,32,72147.91979,No fractionation,3319.217658,2925.022328,3021.901578,2753.894197,1766.151442,254.417075,224.2191124,339.1765559,1622.75175,833.5767626,1338.715271,2301.819195,4624.559883,2734.576303,2742.697621,2624.454673,1509.458781,431.8970046,662.6625301,239474649.3,211034276.3,218023912.7,198687737.6,127424152.6,18355662.72,16176942.54,24470882.95,117078163.1,60140829.41,96585521.99,166071466.7,333652375.5,197293991.8,197879927.9,189348945.2,108904311.1,31160470.44,47809723.07
sp|P0A817|METK_ECOLI,P0A817,S-adenosylmethionine synthase OS=Escherichia coli (strain K12) GN=metK PE=1 SV=2,34,34,3211.45,metK,22,41907.1862,No fractionation,8936.84283,7819.718906,10753.62021,7930.842575,9280.240728,489.1451341,492.6085161,3123.138493,5964.867185,3615.268898,3425.098887,4596.989861,7233.71701,7464.040581,4790.532165,5565.571534,5297.248301,3455.425135,3773.998882,374517936.5,327702416.2,450653964.5,332359296.5,388908776.2,20498696.21,20643836.81,130881946.4,249970799.8,151505746.9,143536256.8,192646910.1,303144725.6,312796938.4,200757723.4,233237442.6,221992770.9,144807144.6,158157673.9
sp|P0A9A6|FTSZ_ECOLI,P0A9A6,Cell division protein ftsZ OS=Escherichia coli (strain K12) GN=ftsZ PE=1 SV=1,34,34,2639.32,ftsZ,23,40280.55906,No fractionation,4101.22216,3450.917543,4148.92451,3752.633741,4443.24331,735.2370496,708.2458749,2428.356322,3396.095774,2149.08017,2672.818557,2705.53162,5363.366795,3840.080593,2837.511465,2815.905513,2188.406062,2461.741303,2618.628154,165199521.4,139004887.9,167120998.8,151158185,178976324.6,29615759.4,28528539.79,97815550.25,136796636.4,86566150.73,107662625.8,108980326.2,216039412.9,154680593.1,114296548.2,113426248.3,88150219.63,99160315.95,105479806
sp|P0AC33|FUMA_ECOLI,P0AC33,"Fumarate hydratase class I, aerobic OS=Escherichia coli (strain K12) GN=fumA PE=1 SV=2",36,34,2604.11,fumA,36,60242.56175,No fractionation,1268.900752,1201.671609,1191.076681,1117.652815,956.1469161,295.7434222,206.8157839,882.974666,2314.943536,808.8442959,2161.540876,1204.767345,2526.840039,1500.82978,2136.701801,2549.174287,1823.868448,1099.791355,1568.082718,76441831.92,72391776.12,71753510.52,67330268.73,57600739.63,17816341.37,12459112.63,53192655.84,139458128.9,48726852.44,130216759.7,72578271.18,152223317.1,90413830.69,128720390.2,153568789.4,109874507.6,66254248.64,94465319.96
sp|P0AG30|RHO_ECOLI,P0AG30,Transcription termination factor Rho OS=Escherichia coli (strain K12) GN=rho PE=1 SV=1,37,34,2400.96,rho ,26,46956.59013,No fractionation,2960.470497,2636.084479,2905.741448,2548.697747,2090.095197,284.0787755,335.0544435,941.4857663,1805.05084,1219.753936,1632.946657,1806.956071,5838.674405,2391.087945,1948.960607,1864.029257,1419.529281,953.5067598,1137.951514,139013599.7,123781538.4,136443710.2,119678155.5,98143743.51,13339370.63,15733014.18,44208961.24,84759032.47,57275485.65,76677606.87,84848495.59,274164240.9,112277336.6,91516544.41,87528457.83,66656254.61,44773426.11,53434322.84
sp|P13029|KATG_ECOLI,P13029,Catalase-peroxidase OS=Escherichia coli (strain K12) GN=katG PE=1 SV=2,38,34,2798.36,katG,41,79956.11435,No fractionation,1095.407417,842.8983113,791.6680156,1067.527759,705.2823954,133.9568247,168.9688861,1032.983666,1027.040419,1064.020134,857.405436,832.4653228,1285.021607,1172.922215,831.4541764,975.4071958,820.9956419,912.0374496,896.697788,87584520.7,67394873.76,63298698.38,85355371.56,56391639.85,10710667.19,13510095.58,82593360.14,82118161.22,85074915.48,68554807.08,66560692.54,102745334.6,93782302.73,66479845.21,77989769.28,65643621.43,72922970.61,71696470.87
sp|P23865|PRC_ECOLI,P23865,Tail-specific protease OS=Escherichia coli (strain K12) GN=prc PE=1 SV=2,37,34,2163.5,prc ,36,76597.69941,No fractionation,796.3649734,705.5443132,830.1383409,759.7203417,860.2240866,701.6476232,250.8672059,649.2789058,696.4723677,443.29347,589.7380869,606.6792741,922.5180966,784.7400369,616.5142955,608.9975703,543.0313264,628.2674205,611.6539117,60999724.85,54043071.22,63586687.11,58192830.37,65891186.01,53744593.73,19215850.83,49733270.46,53348181.07,33955259.97,45172580.71,46470236.68,70662763.86,60109281.46,47223576.69,46647812.83,41594950.31,48123839.02,46851282.47
sp|P37689|GPMI_ECOLI,P37689,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase OS=Escherichia coli (strain K12) GN=gpmI PE=1 SV=1",37,34,1974.8,gpmI,27,56140.28406,No fractionation,2880.650725,2365.758141,2510.675888,2597.693264,3394.633171,546.4319507,768.9447613,623.6388499,1777.374942,960.7697432,563.7252631,1718.442532,3538.261283,2137.861274,912.92931,792.9754191,592.6960664,678.4493088,757.5427081,161720550,132814334.1,140950057.5,145835237.8,190575670.5,30676844.93,43168777.33,35011262.19,99782334.15,53937886.3,31647696.4,96473851.87,198638993.5,120020139.2,51252110.79,44517865.28,33274125.53,38088336.91,42528662.82
sp|P00962|SYQ_ECOLI,P00962,Glutaminyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=glnS PE=1 SV=3,34,33,1803.37,glnS,37,63419.78257,No fractionation,1466.004739,1204.191826,1151.407717,1245.423052,932.8058134,196.726544,223.0271176,415.9294871,796.7178553,373.4537051,538.2996417,781.3026951,2165.362163,1133.99429,850.8696308,859.378954,704.0177377,390.0718478,536.3115016,92973701.79,76369583.79,73022027.06,78984459.15,59158341.86,12476354.65,14144331.3,26378157.64,50527673.15,23684352.78,34138846.23,49550047.05,137326797.5,71917671.33,53961966.98,54501626.41,44648651.85,24738271.78,34012758.82
sp|P07395|SYFB_ECOLI,P07395,Phenylalanyl-tRNA synthetase beta chain OS=Escherichia coli (strain K12) GN=pheT PE=1 SV=2,38,33,2656.48,pheT,43,87305.38731,No fractionation,2273.299256,2008.379134,1471.997919,1862.642031,578.4320018,241.7091943,220.9614134,233.0170091,770.4489195,506.927945,597.4509006,1396.584775,4157.321076,1405.909959,1041.772125,1107.134411,584.8331237,352.0768483,504.3277941,198471272.1,175342318.1,128513348.4,162618684,50500229.95,21102514.83,19291121.78,20343640.23,67264341.32,44257540.58,52160682.28,121929374.7,362956526.7,122743513.5,90952318.87,96658798.56,51059082.38,30738205.6,44030533.39
sp|P22259|PCKA_ECOLI,P22259,Phosphoenolpyruvate carboxykinase [ATP] OS=Escherichia coli (strain K12) GN=pckA PE=1 SV=2,38,33,3310.89,pckA,26,59587.99575,No fractionation,1835.326945,1586.164447,1678.772058,1689.136581,1831.296638,419.24495,539.7194697,4297.375514,4321.565991,3391.319262,4936.042285,4213.712471,6227.56508,3161.437125,6687.98365,5899.107281,5266.366295,4764.720798,4555.868263,109363454.2,94516360.34,100034662.2,100652263.4,109123296.3,24981966.3,32160801.47,256071993.9,257513455.9,202081917.8,294128866.7,251086680.8,371088121.5,188383702,398523541.3,351515979.6,313812212.4,283920162.6,271475058.7
sp|P32132|TYPA_ECOLI,P32132,GTP-binding protein typA/BipA OS=Escherichia coli (strain K12) GN=typA PE=1 SV=2,34,33,1810.92,typA,26,67295.47014,No fractionation,2441.424417,2283.926794,2213.111519,2100.118631,1331.74257,286.0777374,372.4169,310.020807,868.0878343,548.402606,572.0462961,983.2660226,4132.664197,1681.999418,852.0463763,946.3940017,837.6133697,416.0283629,511.4682484,164296804,153697927.4,148932380.2,141328470.6,89620242.34,19251735.83,25061970.38,20862995.96,58418378.93,36905011.2,38496124.44,66169349.26,278109580.1,113190941.6,57338861.47,63688029.28,56367585.51,27996824.27,34419496.24
sp|P37330|MASZ_ECOLI,P37330,Malate synthase G OS=Escherichia coli (strain K12) GN=glcB PE=1 SV=3,34,33,2206.54,glcB,38,80419.85713,No fractionation,618.4840807,467.5832135,484.3337163,517.6879378,335.0078634,185.7424068,273.456983,887.7208231,903.328561,747.1333103,1487.97822,831.2621076,837.3286497,482.2028615,865.7858212,850.2425576,488.2466327,1140.349483,1114.055172,49738401.41,37602975.23,38950048.27,41632390,26941284.51,14937377.82,21991371.5,71390381.76,72645553.82,60084354.07,119662995.9,66849979.93,67337850.38,38778685.23,69626372.05,68376385,39264724.44,91706742.54,89592157.79
sp|P61889|MDH_ECOLI,P61889,Malate dehydrogenase OS=Escherichia coli (strain K12) GN=mdh PE=1 SV=1,34,33,4439.51,mdh ,18,32299.20422,No fractionation,20054.16014,18203.00173,20048.2192,19205.39382,25649.46368,2977.15853,4500.583829,26369.30526,34911.10595,22029.83577,47923.87697,22148.75645,17437.06393,21895.62266,30916.87791,31874.4513,35555.08318,33010.15094,35427.48006,647733413.7,587942470.1,647541526.3,620318937,828457265.7,96159851.36,145365276.2,851707575.7,1127600941,711546164.4,1547903089,715387207.8,563203288.8,707211187.9,998590553.6,1029519412,1148400893,1066201607,1144279413
sp|P76558|MAO2_ECOLI,P76558,NADP-dependent malic enzyme OS=Escherichia coli (strain K12) GN=maeB PE=1 SV=1,37,33,1983.42,maeB,42,82346.78295,No fractionation,512.4776334,460.5072667,279.6171255,410.1240381,107.2623118,86.26729484,88.56213592,317.2203943,627.7481123,295.9227932,531.873484,476.7128346,989.6758514,524.6340056,574.4803306,826.4676732,535.7961225,395.0102159,514.7790948,42200884.45,37921291.94,23025570.74,33772395.15,8832706.305,7103834.204,7292806.984,26122078.96,51693037.55,24368290.02,43798070.34,39255768.32,81496622.52,43201922.59,47306607.09,68056954.1,44121087,32527820.51,42390402.39
sp|P0A9P0|DLDH_ECOLI,P0A9P0,Dihydrolipoyl dehydrogenase OS=Escherichia coli (strain K12) GN=lpdA PE=1 SV=2,36,32,2784.4,lpdA,23,50638.58341,No fractionation,8117.355298,7423.961339,6223.117309,7314.424181,4574.516476,1947.621818,2379.076453,2766.972781,5976.696624,4032.369171,4965.620306,4950.315794,14175.45101,7923.141649,6802.881915,7522.666846,8786.505474,3471.087015,4197.158187,411051373.3,375938885.5,315129844.9,370392079,231647034.2,98624809.89,120473061.4,140115582,302651450.5,204193462.6,251451978.1,250676979.2,717824758.4,401216669.2,344488303.3,380937192.6,444936190.3,175770929.3,212538144.9
sp|P21513|RNE_ECOLI,P21513,Ribonuclease E OS=Escherichia coli (strain K12) GN=rne PE=1 SV=6,33,32,2038.16,rne ,49,118106.8771,No fractionation,915.685914,869.5194972,697.4783951,840.1182884,596.589772,178.2697065,175.4266404,290.4368563,402.6484273,239.4728564,274.3850432,346.9441132,1471.522185,626.5936375,314.8924396,370.5361092,312.0360499,280.2478983,298.2225549,108148803.7,102696232.4,82376995.09,99223747.44,70461354.88,21054878.32,20719092.66,34302590.09,47555548.32,28283391.22,32406760.57,40976485.74,173796889.8,74005017.74,37190962.67,43762862.71,36853603.4,33099204.08,35222134.64
sp|P23538|PPSA_ECOLI,P23538,Phosphoenolpyruvate synthase OS=Escherichia coli (strain K12) GN=ppsA PE=1 SV=5,34,32,2033.67,ppsA,41,87361.60027,No fractionation,830.5387456,634.5573871,947.5073655,736.644774,352.246889,138.7806675,122.8614425,221.4655126,483.133854,359.8922055,703.473147,729.4616695,640.1631231,879.713925,1075.259746,1196.73368,1106.256419,270.1064763,297.7396357,72557193.9,55435948.8,82775759.71,64354466.28,30772851.91,12124101.2,10733372.22,19347581.59,42207346.63,31440759,61456539.87,63726938.78,55925674.87,76853216.27,93936412.14,104548569.4,96644331.04,23596934.01,26011011.04
sp|P37902|GLTI_ECOLI,P37902,Glutamate/aspartate periplasmic-binding protein OS=Escherichia coli (strain K12) GN=gltI PE=1 SV=2,34,32,2810.08,gltI,17,33381.16628,No fractionation,3514.443138,3112.555655,4192.895447,3139.403158,5270.237519,7356.170728,5028.928862,9187.19397,5414.47112,4321.765194,4974.198142,3620.945307,1802.81684,3261.744505,3805.338658,3806.806134,3701.602229,7249.595079,6028.86158,117316210.8,103900737.9,139963740.1,104796938.8,175926675,245557558.2,167871510.6,306679249.6,180741360.8,144265562.6,166044535.3,120871377.4,60180128.71,108880835.7,127026642.5,127075628.5,123563799.5,241999938.8,201250430.9
sp|P0A9M0|LON_ECOLI,P0A9M0,Lon protease OS=Escherichia coli (strain K12) GN=lon PE=1 SV=1,33,31,1702.88,lon ,44,87364.80487,No fractionation,880.9852617,747.4067036,693.2979385,779.8266333,455.8066142,140.8439522,241.0388708,166.5898156,371.2229498,191.1238126,224.1064572,441.5898225,1711.422315,557.7447375,407.4314925,433.3925464,305.5787942,173.4618213,256.428627,76967105.49,65297040.82,60569839.11,68129401.65,39821455.91,12304804.4,21058313.91,14554086.73,32431820.57,16697494.59,19579016.91,38579408.67,149518076.6,48727260.16,35595172.84,37863255.24,26696831.73,15154458.17,22402836.96
sp|P17846|CYSI_ECOLI,P17846,Sulfite reductase [NADPH] hemoprotein beta-component OS=Escherichia coli (strain K12) GN=cysI PE=1 SV=4,34,31,1850.7,cysI,35,63939.93503,No fractionation,1962.425839,1780.50389,1526.389407,1748.389302,1327.495955,110.2753023,94.56455444,433.7680145,1051.35396,525.4416393,722.0386716,1124.269666,381.8997302,1508.440538,1179.711538,1137.998546,800.3231222,527.9796837,771.7090255,125477380.7,113845303,97597239.51,111791898.4,84880005.09,7050995.668,6046451.467,27735098.66,67223503.9,33596704.28,46167105.75,71885729.41,24418643.94,96449589.99,75430679.12,72763553.08,51172608.44,33758986.67,49343024.95
sp|P0A9W3|YJJK_ECOLI,P0A9W3,Uncharacterized ABC transporter ATP-binding protein YjjK OS=Escherichia coli (strain K12) GN=yjjK PE=1 SV=2,32,30,1926.3,yjjK,35,62386.25685,No fractionation,2027.99595,1534.74659,1204.164532,1706.444088,930.4650665,202.9374512,239.2443237,460.316382,993.3300974,586.7266467,733.5388357,1194.413772,2983.626775,1325.337716,1241.024001,1330.98854,972.904972,467.5436032,583.0377672,126519076.2,95747094.99,75123317.79,106458659.1,58048232.63,12660507.95,14925557.83,28717416.04,61970146.6,36603679.28,45762742.22,74515004.34,186137306.3,82682859.13,77422842.06,83035392.92,60695899.47,29168295.32,36373543.9
sp|P0ABZ6|SURA_ECOLI,P0ABZ6,Chaperone surA OS=Escherichia coli (strain K12) GN=surA PE=1 SV=1,30,30,2280.77,surA,23,47236.24996,No fractionation,2300.20632,2115.744408,2457.83983,2118.75838,2603.620898,1673.754078,1041.637846,3195.669596,2374.877453,1896.938068,2014.304404,1670.709998,3459.380057,2311.506761,1813.000597,2008.767352,1812.463774,2698.865053,2265.483048,108653120.7,99939831.7,116099136.6,100082200.5,122985287.5,79061865.98,49203065.66,150951447.8,112180305,89604240.76,95148186.33,78918075.05,163408141.1,109186911.1,85639349.36,94886636.73,85613991.85,127484264.2,107012923.6
